id,TimeOfStop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,PersonalInjury,ProperyDamage,Fatal,CommercialLicense,HAZMAT,CommercialVehicle,Alcohol,WorkZOne,State,VehicleType,Year,Make,Model,Color,Charge,Article,ContributedToAccident,Race,Gender,DriverCity,DriverState,DLState,ArrestType,Geolocation,Citation
2839,00:00:00,MCP,Headquarters and Special Operations,TIRES,SHADY GROVE RDMONT CO TRANSFER CNTR,39.12201667,-77.17245333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2001,CHEV,W3500,WHITE,51,,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
2840,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,QUINCE ORCHARD RD AND QUINCE ORCHARD BLV,39.14978333,-77.23378,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEV,4DR,BLUE,21-902,Transportation Article,No,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol,,Yes
2841,00:00:00,MCP,Headquarters and Special Operations,PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,MUDDY BRANCH RD WO GREAT SENECA HWY,39.11825167,-77.26229167,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,BMW,335 2D,SILVER,22-412.3,Transportation Article,No,WHITE,M,DARNESTOWN,MD,MD,A - Marked Patrol,,Yes
2842,00:00:00,MCP,Headquarters and Special Operations,PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT,CROWN PARK AVE  DECOVERLY DR,39.1113,-77.20161833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,BUIC,PARK AVE 4D,SILVER,22-412.3,Transportation Article,No,WHITE,F,N MIAMI BEACH,FL,FL,A - Marked Patrol,,Yes
2843,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 64 MPH IN A POSTED 55 MPH ZONE,NB 270 AT MIDDLEBROOK,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHEV,MALIBU,BLUE DARK,21-801.1,Transportation Article,No,BLACK,F,TALLAHASSEE,FL,FL,A - Marked Patrol,,Yes
2844,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LANGLEY AT UNIVERSITY EAST,NA,NA,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015,FORD,EXPLORER,BLACK,21-201,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
2845,00:00:00,MCP,Headquarters and Special Operations,WINDOW TINT,9811 WASHINGTONIAN BLVD  RIO MALL,39.116215,-77.19806667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,FORD,4D,RED,61,,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,,No
2846,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,EB 6300 BLK DEMOCRACY BLVD,39.02370667,-77.12741167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,VOLV,4S,GREEN,21-502,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,,Yes
2847,00:00:00,MCP,Headquarters and Special Operations,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,14100 BLOCK SENECA ROAD,39.10163333,-77.294425,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,GMC,YUKON,WHITE,13-411,Transportation Article,No,WHITE,F,CLARKSBURG,MD,MD,B - Unmarked Patrol,,No
2848,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS - BIKE RACK,MONTGOMERY VILLAGE AVE  LOST KNIFE RD,39.15603167,-77.20671667,No,No,No,No,No,No,No,No,No,No,NM,02 - Automobile,2006,SUBA,LEGACY 4D,SILVER,13-411,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
2849,00:00:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,WOODFIELD ROAD LINDBERGH DR,39.16791667,-77.155275,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MERZ,S430,WHITE,22-412.3,Transportation Article,No,BLACK,F,GERMANTOWN,MA,MD,B - Unmarked Patrol,,No
2850,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 34 MPH IN A POSTED 25 MPH ZONE,FOREMAN BLVD  TURTLE ROCK TER,39.23078833,-77.25939667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,NISSAN,XTERRA,SILVER,21-801.1,Transportation Article,No,BLACK,F,CLARKSBURG,MD,MD,Q - Marked Laser,,Yes
2851,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,E JEFFERSON ST  MONTROSE RD,-77.12859667,39.06267833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2011,AUDI,A6,BLUE,21-902,Transportation Article,No,WHITE,M,FAIRFAX,VA,VA,A - Marked Patrol,,Yes
2852,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROSEMARYHILCREST,38.9779,-77.078985,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,LINC,4S,SILVER,21-201,Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,B - Unmarked Patrol,,No
2853,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,NB I-270  FATHER HURLEY BLVD,39.21544667,-77.27731833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HONDA,PILOT,WHITE,21-405,Transportation Article,No,HISPANIC,F,FREDERICK,MD,MD,A - Marked Patrol,,Yes
2854,00:00:00,MCP,Headquarters and Special Operations,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,FREDERICK RD  KING FARM BLVD,39.11893833,-77.17176,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2004,FORD,F350,WHITE,11-391.41,Maryland Rules,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
2856,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILING TO SECURE LOAD TO PREVENT LOSS,POWDER MILL RD NEW HAMPSHIRE AVE,39.02257833,-76.97543,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2000,GMC,W3500,WHITE,11-393.10,Maryland Rules,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,No
2857,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,NB WAYNE AVE  DALE DR,-77.01413667,38.99976667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHRY,TOWN  COUNTRY,BLUE DARK,21-204,Transportation Article,No,WHITE,F,LANHAM,MD,MD,A - Marked Patrol,,No
2858,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,E DIAMOND AVE  CHESTNUT ST,39.14221833,-77.200405,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,VW,4S,BLACK,16-303,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
2859,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,MONTROSE RD  TILDENWOOD DR,39.12028667,-77.25080667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HONDA,CIVIC,BLACK,13-411,Transportation Article,No,OTHER,F,ROCKVILLE,MD,MD,B - Unmarked Patrol,,Yes
2860,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,MCKNEW RD  CEDAR TREE DR,39.101165,-76.92217167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,ACC 4D,GRAY,21-707,Transportation Article,No,WHITE,M,BURTONSVILLE,MD,MD,A - Marked Patrol,,Yes
2862,00:00:00,MCP,Headquarters and Special Operations,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,MD27MD355,39.204645,-77.24348333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2006,ISUZU,TRUCK,WHITE,11-391.41,Maryland Rules,No,HISPANIC,M,LAUREL,MD,MD,B - Unmarked Patrol,,No
2863,00:00:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,28  E GUDE DR,39.10148667,-77.18721667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1987,CHEV,PKTK,YELLOW,22-412.3,Transportation Article,No,WHITE,F,DICKERSON,MD,MD,A - Marked Patrol,,No
2867,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,NB GREAT SENECA HWY  MUDDY BRANCH RD,39.11478667,-77.21566833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,NISSAN,MAXIMA 4D,SILVER,16-116,Transportation Article,No,BLACK,F,GREENBELT,MD,MD,A - Marked Patrol,,No
2868,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,SB NEW HAMPSHIRE AVE   MCNEIL LN,39.093255,-77.082425,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,JEEP,TK,BLUE,13-411,Transportation Article,No,WHITE,F,IJAMSVILLE,MD,MD,A - Marked Patrol,,No
2869,00:00:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,UNIVERSITY BLVD WEST AT GEORGIA AVE,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,TOYOTA,4RUNNER,WHITE,22-412.3,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,,Yes
2870,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,PINEY BRANCH RD AT BARRON ST,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,COROLLA,GREEN,16-112,Transportation Article,No,HISPANIC,F,MT RAINIER,MD,MD,A - Marked Patrol,,Yes
2873,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GERMANTOWN ROAD  CLOPPER ROAD,39.16299333,-77.28293333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISSAN,MAXIMA,BEIGE,13-401,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,B - Unmarked Patrol,,No
2874,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 49 MPH IN A POSTED 40 MPH ZONE,800 BLOCK OF E GUDE DR,39.10088833,-77.14091,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,VW,JETTA,GRAY,21-801.1,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,Q - Marked Laser,,Yes
2875,00:00:00,MCP,Headquarters and Special Operations,PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,OFF RAMP FROM NB 270 TO EB 124,39.14966333,-77.214745,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,INFI,G35X 4S,BLACK,22-412.3,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
2880,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LELAND ST  46TH,38.98146,-77.08716167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,BMW,745,SILVER,21-201,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,,No
2881,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 64 MPH IN A POSTED 55 MPH ZONE,OL 495  355 SPLIT,39.01997667,-77.10551333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2008,CADILLAC,4S,BLACK,21-801.1,Transportation Article,No,BLACK,M,WOODBRIDGE,VA,VA,A - Marked Patrol,,Yes
2882,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SB 270  SPLIT,39.01601167,-77.14901833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYOTA,SIENNA,GREEN,13-409,Transportation Article,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,,No
2883,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,SB 270  OLD GEORGETOWN RD,-77.153635,39.08374667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,MITIS,LANCER,SILVER,21-902,Transportation Article,No,ASIAN,M,CATONSVILLE,MD,MD,A - Marked Patrol,,Yes
2884,00:00:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,E RANDOLPH RD  650,39.07602,-77.00183,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2009,HONDA,ODYSSEY,BLUE LIGHT,22-412.3,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
2885,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,RT 370  DIAMONDBACK DR,39.114585,-77.21003833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEVY,SILVERADO,BLACK,16-303,Transportation Article,No,WHITE,M,LUSBY,MD,MD,A - Marked Patrol,,Yes
2886,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,SB GREAT SENECA HWY  MUDDY BRANCH RD,39.10609333,-77.20776667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HOND,CRV TK,BLACK,21-902,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
2887,00:00:00,MCP,Headquarters and Special Operations,FAILING TO DISPLAY PROPER VEHICLE I.D.,SHADY GROVE RDMONT CO TRANSFER CNTR,39.12201833,-77.172365,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2005,FORD,F450,WHITE,11-390.21,Maryland Rules,No,HISPANIC,M,LANHAM,MD,MD,A - Marked Patrol,,No
2890,00:00:00,MCP,Headquarters and Special Operations,DRIVING ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MIDDLE BROOK RD  270 ON RAMP,-77.24797333,39.174835,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,SIENNA,BLUE,16-101,Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
2891,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,MAPLEASPEN,38.98741,-77.08272333,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2005,CHEV,SUBURBAN,SILVER,13-401,Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,B - Unmarked Patrol,,No
2892,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,NB PINEY BRANCH RD UNIVERSITY BLVD,39.00175833,-76.99549333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,NISSAN,NV200,WHITE,16-101,Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,,Yes
2893,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SHADY GROVE RDMONT CO TRANSFER CNTR,39.12204,-77.17251833,No,No,No,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,2006,DODGE,RAM1500,SILVER,13-409,Transportation Article,No,WHITE,M,RIVERDALE,MD,MD,A - Marked Patrol,,No
2894,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,SB 270  FALLS RD,-77.17197333,39.08178167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYT,CAMRY 4D,SILVER,21-901.1,Transportation Article,No,ASIAN,M,ODENTON,MD,MD,A - Marked Patrol,,Yes
2895,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,GEORGIA AVE AND UNIVERSITY BLVD,38.983475,-77.0929,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,COROLLA,GRAY,21-902,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,,Yes
2896,00:00:00,MCP,Headquarters and Special Operations,DRIVER CHANGING LANES WHEN UNSAFE,SB I 270 AND SHADY GROVE RD,39.11382333,-77.19151833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HOND,4S,BLACK,21-309,Transportation Article,No,WHITE,F,BETHESDA,MD,MD,B - Unmarked Patrol,,Yes
2897,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,PINEY BRANCH AND BARRON,-76.99750667,38.99899,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,HONDA,ACCORD,TAN,16-303,Transportation Article,No,HISPANIC,M,LANHAM,MD,MD,A - Marked Patrol,,Yes
2898,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,6400 BLK DEMOCRACY BLVD WB,39.02367167,-77.12893,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISS,4S,SILVER,21-502,Transportation Article,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,,No
2899,00:00:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,KENTLANDS BLVD  BOOTH ST,39.12398667,-77.24005167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,KIA,SOUL,WHITE,22-412.3,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,B - Unmarked Patrol,,Yes
2900,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,MD 200   MILE MARKER 5.1,39.13485,-77.12790167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HOND,FIT,SILVER,21-309,Transportation Article,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,,No
2901,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WAYNE AVE  DALE DR,38.99907167,-77.01929,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2010,TOYT,PRIUS 4D,BLUE,21-204,Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,Yes
2902,00:00:00,MCP,Headquarters and Special Operations,PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,OFF RAMP FROM NB 270 TO EB 124,39.14947667,-77.21490667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,ACC 2D,BLACK,22-412.3,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
2903,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,COLESVILLE RD  NOYES DR,39.00085,-77.02512667,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2002,ACURA,MDX SUV,SILVER,16-101,Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,O - Foot Patrol,,Yes
2904,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,HOOD ST AT GILBERT,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,HONDA,CIVIC,SILVER,22-226,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,,Yes
2906,00:00:00,MCP,Headquarters and Special Operations,FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,COLESVILLE RD AND LORAIN AVE,39.02239333,-77.01179,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1996,TOYOTA,CAMRY,SILVER,22-412.2,Transportation Article,No,WHITE,F,HUME,VA,VA,B - Unmarked Patrol,,Yes
2907,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MAPLEASPEN,38.98755833,-77.08304833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2003,FORD,TK,RED,21-201,Transportation Article,No,ASIAN,M,RIVERDALE,MD,MD,B - Unmarked Patrol,,No
2908,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,EB RANDOLPH RD  DEWEY RD,39.05830667,-77.048135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HONDA,ACCORD,RED,21-902,Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,,Yes
2909,00:00:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,KENTLANDS BLVD  BOOTH,-77.24036167,39.123735,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,LEXU,4S,BLACK,21-1124.2,Transportation Article,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
2910,00:00:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,MONTGOMERY AVECLUB HOUSE RD,39.17425,-77.20243,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,NA,NONE,NONE,NA,21-503,Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,B - Unmarked Patrol,,Yes
2912,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,355 AND OLD GEORGETOWN,39.11375667,-77.23649333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,KIA,SOUL,BLACK,21-902,Transportation Article,No,BLACK,F,BETHESDA,MD,MD,A - Marked Patrol,,Yes
2913,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,GEORGIA AVENUE  HEWITT,39.07686833,-77.06978833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISSAN,ALTIMA,WHITE,13-411,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
2914,00:00:00,MCP,Headquarters and Special Operations,PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT,GEORGIA AVENUE  HEWITT,39.07686833,-77.06978833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,VAN,BLUE,22-412.3,Transportation Article,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,,Yes
2915,00:00:00,MCP,Headquarters and Special Operations,HEADLIGHTS ,NORBECK RD  E. GUDE,39.09062167,-77.12957333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2003,ISUZ,DS,WHITE,55*,,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,,No
2917,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106 26-204 26-206 27-103,355 AND FREDERICK RD,-77.21334167,39.15392333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,CIVIC,BLACK,16-303,Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,,Yes
2918,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,11500 GEORGIA AVE,39.05830333,-77.04818333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,NISSAN,ALTIMA,RED,21-902,Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,,Yes
2919,00:00:00,MCP,Headquarters and Special Operations,WINDOW TINT,RT 124  HADLEY FARMS DRIVE,39.18383833,-77.15081333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,LEXU,4S,SILVER,61,,No,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,,No
2920,00:00:00,MCP,Headquarters and Special Operations,FOLLOWING VEH. TOO CLOSELY,UNIVERSITY BLVD  ARCOLA AVE,39.03560833,-77.02633833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,BMW,CN,BLACK,21-310,Transportation Article,No,HISPANIC,M,KENSINGTON,MD,MD,A - Marked Patrol,,No
2921,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,124  GREAT SENECA HWY,39.12937667,-77.23839333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HOND,ACC 4S,SILVER,21-202,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,,No
2922,00:00:00,MCP,Headquarters and Special Operations,ATTEMPT BY DRIVER TO ELUDE POLICE IN OFFICIAL POLICE VEHICLE BY FAILING TO STOP,NB NEW HAMPSHIRE BT PINEY BR AND FOX ST,39.06943833,-77.16217833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,MITS,LANCER,SILVER,21-904,Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,B - Unmarked Patrol,,Yes
2924,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,WARWICK PL SB DORSET AVE,38.96747167,-77.09331,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2014,HONDA,PILOT,WHITE,13-409,Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,O - Foot Patrol,,No
